"검토순번","review_item_id","accession_norm","검토구분","검토주제","확인질문_1","확인질문_2","확인질문_3","원자료_및_기술관찰값","technical_classification","확인값","값확인상태","역할해석상태","날짜의미상태","공란원인상태","근거자료","근거경로","근거위치","검토관찰","검토판정","검토결과상태","확인범위","남은확인사항","검토책임자인계의견","검토메모","검토진행상태","검토일시","검토담당","공식기준자료승인상태","지수산출규칙자료반영상태","지수산출프로그램입력자료승격상태","작업잠금상태"
"22","CIK_000156459023000733","000156459023000733","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"23","CIK_000162828025035565","000162828025035565","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=936468; 제출자 CIK=1628280; archive 후보=936468; SEC filing history=936468","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","936468","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies LOCKHEED MARTIN CORP with CENTRAL INDEX KEY 0000936468; normalized CIK 936468 matches SEC filing history and archive-path candidate. Submitter CIK 1628280 remains a separate submitter-role identifier.","Subject-company CIK candidate 936468 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000936468 was normalized to 936468. The contract source-file-type is complete_submission_text and the rawpack source path is resolved. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T16:24:46+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"24","CIK_000162828025045693","000162828025045693","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=936468; 제출자 CIK=1628280; archive 후보=936468; SEC filing history=936468","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","936468","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies LOCKHEED MARTIN CORP with CENTRAL INDEX KEY 0000936468; normalized CIK 936468 matches SEC filing history and archive-path candidate. Submitter CIK 1628280 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 936468 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000936468 was normalized to 936468. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"25","CIK_000162828026004195","000162828026004195","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=936468; 제출자 CIK=1628280; archive 후보=936468; SEC filing history=936468","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","936468","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH|CONTRACT_PATH_ROLE_FALLBACK","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-K header identifies LOCKHEED MARTIN CORP with CENTRAL INDEX KEY 0000936468; normalized CIK 936468 matches SEC filing history and archive-path candidate. Submitter CIK 1628280 remains a separate submitter-role identifier.","Subject-company CIK candidate 936468 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000936468 was normalized to 936468. The contract source-file-type field was blank, but the complete-submission source was resolved by accession plus path and filename role. Source presence is confirmed; extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T16:35:36+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"26","CIK_000162828026026836","000162828026026836","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=936468; 제출자 CIK=1628280; archive 후보=936468; SEC filing history=936468","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","936468","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies LOCKHEED MARTIN CORP with CENTRAL INDEX KEY 0000936468; normalized CIK 936468 matches SEC filing history and archive-path candidate. Submitter CIK 1628280 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 936468 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000936468 was normalized to 936468. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"27","CIK_000162828026049411","000162828026049411","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=936468; 제출자 CIK=1628280; archive 후보=936468; SEC filing history=936468","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","936468","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH|CONTRACT_PATH_ROLE_FALLBACK","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies LOCKHEED MARTIN CORP with CENTRAL INDEX KEY 0000936468; normalized CIK 936468 matches SEC filing history and archive-path candidate. Submitter CIK 1628280 remains a separate submitter-role identifier.","Subject-company CIK candidate 936468 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000936468 was normalized to 936468. The contract source-file-type field was blank, but the complete-submission source was resolved by accession plus path and filename role. Source presence is confirmed; extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T16:45:25+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"28","DATE_000010182923000009","000010182923000009","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2023-02-07; accepted_datetime=2023-02-06T22:32:52.000Z; report_date=2022-12-31","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2023-02-06;filing_date=2023-02-07;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000010182923000009; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2023-02-06T22:32:52.000Z converts to US Eastern time 2023-02-06T17:32:52-05:00. The Eastern calendar date is 2023-02-06 and the SEC filing_date is 2023-02-07, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"29","DATE_000093646823000099","000093646823000099","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2023-07-19; accepted_datetime=2023-07-18T22:43:40.000Z; report_date=2023-06-25","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2023-07-18;filing_date=2023-07-19;gap_days=1","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000093646823000099; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2023-07-18T22:43:40.000Z converts to US Eastern time 2023-07-18T18:43:40-04:00. The Eastern calendar date is 2023-07-18 and the SEC filing_date is 2023-07-19, producing an observed calendar gap of 1 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: NOT_APPLICABLE.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"30","DATE_000104581021000163","000104581021000163","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2021-11-22; accepted_datetime=2021-11-20T02:16:20.000Z; report_date=2021-10-31","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2021-11-19;filing_date=2021-11-22;gap_days=3","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000104581021000163; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2021-11-20T02:16:20.000Z converts to US Eastern time 2021-11-19T21:16:20-05:00. The Eastern calendar date is 2021-11-19 and the SEC filing_date is 2021-11-22, producing an observed calendar gap of 3 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: FRIDAY_TO_MONDAY_CALENDAR_GAP_OBSERVED.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"31","DATE_000104581023000175","000104581023000175","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2023-08-28; accepted_datetime=2023-08-25T23:36:34.000Z; report_date=2023-07-30","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2023-08-25;filing_date=2023-08-28;gap_days=3","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000104581023000175; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2023-08-25T23:36:34.000Z converts to US Eastern time 2023-08-25T19:36:34-04:00. The Eastern calendar date is 2023-08-25 and the SEC filing_date is 2023-08-28, producing an observed calendar gap of 3 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: FRIDAY_TO_MONDAY_CALENDAR_GAP_OBSERVED.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"32","DATE_000105091521000009","000105091521000009","DATE_SEMANTICS_REVIEW","SEC 공식 제출일·접수시각의 의미와 이용 가능일 검토","filing_date와 accepted_datetime에 해당하는 원자료 값이 각각 존재하는가?","날짜 차이가 자료 오류가 아니라 SEC 날짜 부여 규칙으로 설명되는가?","data_available_date 산식은 팀 승인 전까지 미확정 상태로 유지되는가?","SEC filing_date=2021-03-01; accepted_datetime=2021-02-26T23:54:46.000Z; report_date=2020-12-31","DATE_FIELD_SEMANTICS_REVIEW_NOT_DATA_ERROR|PIT_RULE_APPROVAL_PENDING","acceptance_et_date=2021-02-26;filing_date=2021-03-01;gap_days=3","SOURCE_VALUE_CONFIRMED","NOT_APPLICABLE","DATE_FIELD_SEMANTICS_CONFIRMED","NOT_APPLICABLE","DATE_LOGIC_CHECK_LEDGER|SEC_DATE_SEMANTICS_SOURCE_VERIFICATION|SEC_PDS_SUPPORTING_EVIDENCE_FREEZE|SEC_EDGAR_PDS_TECHNICAL_SPECIFICATION","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","DATE_LOGIC_CHECK_LEDGER accession_norm=000105091521000009; fields=sec_acceptance_datetime|sec_filing_date|sec_report_date|date_logic_status","SEC acceptance_datetime 2021-02-26T23:54:46.000Z converts to US Eastern time 2021-02-26T18:54:46-05:00. The Eastern calendar date is 2021-02-26 and the SEC filing_date is 2021-03-01, producing an observed calendar gap of 3 day(s). The 190-row date ledger and the USER REVIEW baseline values match. Weekend observation: FRIDAY_TO_MONDAY_CALENDAR_GAP_OBSERVED.","DATE_FIELD_SEMANTICS_CONFIRMED. acceptance_datetime and filing_date are separate SEC date fields and the observed difference is not classified as a data error. This review does not determine data_available_date and does not approve a PIT operating rule.","DATE_FIELD_SEMANTICS_CONFIRMED","ACCEPTANCE_DATETIME_UTC_TO_US_EASTERN_DATE_AND_FILING_DATE_RELATION_ONLY","DATA_AVAILABLE_DATE_FORMULA_AND_PIT_OPERATING_RULE_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Observed relation recorded from the 190-row date ledger and verified supporting evidence chain. data_available_date remains NOT_DETERMINED; methodology decision remains TEST_PENDING; implementation remains NOT_IMPLEMENTED; approval remains APPROVAL_PENDING; promotion remains NOT_PROMOTED.","REVIEW_EVIDENCE_CREATED","2026-07-29T18:12:48+09:00","김근형","PIT_RULE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
